States,County,Total Population,Hispanic Men,Hispanic Women,White Men,White Women,Black Men,Black Women,Native Men,Native Women,Asian Men,Asian Women,Pacific Men,Pacific Women,Others
South Carolina,Abbeville County,"24,788",160,169,"8,251","8,822","3,372","3,467",11,12,33,35,0,0,456
South Carolina,Aiken County,"165,707","4,410","4,664","53,490","56,921","19,628","20,886",185,188,777,876,34,37,"3,611"
South Carolina,Allendale County,"9,402",145,138,"1,127",985,"3,632","3,275",22,24,0,0,1,1,52
South Carolina,Anderson County,"194,174","3,208","3,570","72,846","77,855","14,692","16,334",174,195,827,878,26,28,"3,541"
South Carolina,Bamberg County,"14,842",138,144,"2,491","2,784","4,516","4,620",3,3,30,32,0,0,81
South Carolina,Barnwell County,"21,788",229,272,"5,388","5,752","4,586","5,236",14,13,45,46,0,0,207
South Carolina,Beaufort County,"179,316","10,402","9,744","59,497","61,299","15,613","16,896",185,168,"1,066","1,041",56,30,"3,319"
South Carolina,Berkeley County,"204,632","6,464","6,348","65,166","65,774","24,036","24,809",359,379,"2,382","2,205",70,71,"6,569"
South Carolina,Calhoun County,"14,808",258,273,"3,796","4,140","2,929","3,227",31,33,0,0,0,0,121
South Carolina,Charleston County,"387,847","9,481","9,942","120,121","127,464","51,510","55,417",227,246,"2,427","2,630",97,85,"8,200"
South Carolina,Cherokee County,"56,549","1,124","1,185","20,376","20,939","5,216","6,012",28,26,167,180,12,14,"1,270"
South Carolina,Chester County,"32,424",308,301,"9,528","9,555","5,541","6,236",44,42,57,57,0,0,755
South Carolina,Chesterfield County,"46,127",990,940,"13,912","14,095","7,076","7,674",81,79,96,109,12,13,"1,050"
South Carolina,Clarendon County,"34,156",485,530,"7,835","8,336","8,271","8,220",14,15,36,45,0,0,369
South Carolina,Colleton County,"37,581",584,573,"10,326","10,821","6,882","7,405",130,127,4,3,155,187,384
South Carolina,Darlington County,"67,572",609,676,"17,790","19,366","12,745","14,755",100,114,135,147,5,5,"1,125"
South Carolina,Dillon County,"31,073",393,433,"6,725","7,585","6,736","7,692",301,330,45,53,3,3,774
South Carolina,Dorchester County,"151,716","3,731","3,908","47,531","50,476","18,895","19,482",353,304,"1,412","1,498",11,13,"4,102"
South Carolina,Edgefield County,"26,620",834,665,"7,952","7,084","5,327","4,365",42,29,55,48,0,0,219
South Carolina,Fairfield County,"22,868",216,237,"4,039","4,512","5,901","6,651",31,36,28,32,0,0,"1,185"
South Carolina,Florence County,"138,537","1,572","1,847","34,223","38,558","26,934","31,440",105,127,842,929,33,40,"1,887"
South Carolina,Georgetown County,"61,065",875,960,"18,528","20,123","8,868","10,239",30,32,110,115,6,7,"1,172"
South Carolina,Greenville County,"490,332","20,980","22,252","164,573","173,422","42,275","45,815",415,429,"5,146","5,520",125,144,"9,236"
South Carolina,Greenwood County,"69,981","1,863","2,204","19,582","22,437","10,063","11,745",10,12,298,347,0,0,"1,420"
South Carolina,Hampton County,"20,066",424,368,"4,199","4,001","5,501","5,133",18,17,38,35,0,0,332
South Carolina,Horry County,"310,186","9,085","9,439","115,864","123,292","20,082","21,745",622,640,"1,840","1,924",130,138,"5,385"
South Carolina,Jasper County,"27,465","1,861","1,769","5,831","5,582","6,101","5,796",8,9,99,99,0,0,310
South Carolina,Kershaw County,"63,734","1,224","1,355","21,465","22,560","7,279","7,971",64,69,153,157,0,0,"1,437"
South Carolina,Lancaster County,"86,544","2,093","2,253","29,738","30,946","9,170","9,589",73,83,406,423,20,24,"1,726"
South Carolina,Laurens County,"66,508","1,431","1,537","22,021","23,261","8,092","8,535",27,32,104,113,24,24,"1,307"
South Carolina,Lee County,"17,897",232,184,"2,921","2,910","5,857","5,342",28,28,2,2,0,0,391
South Carolina,Lexington County,"281,870","8,004","8,304","104,066","108,855","19,499","21,051",329,348,"2,281","2,386",105,104,"6,538"
South Carolina,Marion County,"31,765",382,473,"5,692","6,617","8,308","9,654",73,86,95,116,0,0,269
South Carolina,Marlboro County,"27,505",614,291,"5,531","5,246","7,415","6,383",427,467,41,51,0,0,"1,039"
South Carolina,McCormick County,"9,694",45,36,"2,618","2,152","2,637","1,965",8,8,19,12,0,0,194
South Carolina,Newberry County,"37,914","1,355","1,406","11,138","11,527","5,743","6,223",65,64,37,35,5,4,312
South Carolina,Oconee County,"75,926","1,862","2,019","31,856","32,507","2,571","2,806",79,84,272,264,0,0,"1,606"
South Carolina,Orangeburg County,"89,116",890,960,"14,008","15,620","25,579","29,346",148,150,418,417,3,3,"1,574"
South Carolina,Pickens County,"121,449","2,152","2,074","51,973","52,569","3,795","4,073",137,142,"1,100","1,022",54,54,"2,304"
South Carolina,Richland County,"404,869","10,241","10,125","86,287","88,766","88,805","97,970",223,223,"5,239","5,717",217,200,"10,856"
South Carolina,Saluda County,"20,228","1,525","1,586","5,846","5,861","2,550","2,600",8,8,0,0,0,0,244
South Carolina,Spartanburg County,"297,732","9,386","9,870","99,872","104,896","28,669","31,816",190,211,"3,224","3,407",42,45,"6,104"
South Carolina,Sumter County,"107,379","1,930","2,136","23,848","25,202","23,976","26,334",142,148,603,633,10,12,"2,405"
South Carolina,Union County,"27,772",178,192,"8,658","9,417","4,153","4,424",16,17,0,0,0,0,717
South Carolina,Williamsburg County,"32,256",530,218,"4,763","5,286","9,998","10,931",36,51,67,83,0,0,293
South Carolina,York County,"251,664","6,199","6,725","86,729","92,400","22,624","24,907",797,764,"2,246","2,433",65,67,"5,708"
South Dakota,Aurora County,"2,739",96,86,"1,283","1,149",23,20,33,29,0,0,0,0,20
South Dakota,Beadle County,"18,163",826,811,"7,333","7,107",33,33,129,126,857,827,3,2,76
South Dakota,Bennett County,"3,440",114,134,485,581,3,4,736,884,3,4,0,0,492
South Dakota,Bon Homme County,"6,972",127,77,"3,503","2,591",63,30,227,119,56,39,0,0,140
South Dakota,Brookings County,"33,697",441,424,"15,592","15,055",240,230,187,167,487,470,7,5,392
South Dakota,Brown County,"38,637",455,482,"16,736","17,488",303,323,647,651,489,494,0,0,569
South Dakota,Brule County,"5,280",66,65,"2,220","2,255",0,0,263,255,9,9,0,0,138
South Dakota,Buffalo County,"2,048",23,25,116,125,3,4,799,865,0,0,19,21,48
South Dakota,Butte County,"10,194",178,179,"4,662","4,697",31,31,87,87,0,0,0,0,242
South Dakota,Campbell County,"1,443",0,0,699,702,0,0,7,7,0,0,0,0,28
South Dakota,Charles Mix County,"9,319",138,144,"2,919","2,976",1,1,"1,403","1,384",9,8,4,4,328
South Dakota,Clark County,"3,642",33,31,"1,779","1,673",0,0,31,30,16,15,0,0,34
South Dakota,Clay County,"13,907",187,189,"6,133","6,129",101,102,198,197,170,170,0,0,331
South Dakota,Codington County,"27,963",302,279,"13,175","12,886",68,64,239,219,87,89,0,0,555
South Dakota,Corson County,"4,177",15,15,641,581,8,9,"1,413","1,401",5,4,0,0,85
South Dakota,Custer County,"8,519",127,127,"3,875","3,846",7,7,151,150,16,16,0,0,197
South Dakota,Davison County,"19,753",247,235,"9,053","9,048",59,57,302,284,8,8,0,0,452
South Dakota,Day County,"5,524",55,53,"2,439","2,324",0,0,286,261,3,4,0,0,99
South Dakota,Deuel County,"4,282",61,56,"2,175","1,970",0,0,1,1,0,0,0,0,18
South Dakota,Dewey County,"5,709",36,35,599,560,4,3,"2,148","2,253",1,1,0,0,69
South Dakota,Douglas County,"2,940",8,8,"1,374","1,415",0,0,39,40,0,0,0,0,56
South Dakota,Edmunds County,"3,971",34,32,"1,954","1,911",1,1,8,8,1,1,0,0,20
South Dakota,Fall River County,"6,783",137,130,"2,910","2,867",23,22,169,162,55,52,0,0,256
South Dakota,Faulk County,"2,327",14,13,"1,132","1,071",0,0,45,42,1,1,0,0,8
South Dakota,Grant County,"7,133",69,58,"3,425","3,268",0,0,121,120,4,3,0,0,65
South Dakota,Gregory County,"4,209",30,29,"1,903","1,816",0,0,154,139,11,11,0,0,116
South Dakota,Haakon County,"2,084",5,5,928,919,0,0,80,79,0,0,0,0,68
South Dakota,Hamlin County,"5,911",111,104,"2,855","2,727",5,5,21,19,5,5,0,0,54
South Dakota,Hand County,"3,303",11,11,"1,637","1,595",0,0,0,0,3,3,0,0,43
South Dakota,Hanson County,"3,404",0,0,"1,609","1,586",78,77,18,18,0,0,0,0,18
South Dakota,Harding County,"1,281",12,10,641,559,8,7,12,11,4,4,0,0,13
South Dakota,Hughes County,"17,572",258,256,"7,127","7,480",43,39,895,903,33,34,0,0,504
South Dakota,Hutchinson County,"7,277",66,67,"3,440","3,479",15,15,49,52,7,7,0,0,80
South Dakota,Hyde County,"1,373",5,5,587,588,0,0,65,65,0,0,0,0,58
South Dakota,Jackson County,"3,275",11,11,708,696,3,3,866,836,7,7,0,0,127
South Dakota,Jerauld County,"2,034",21,23,919,"1,039",0,0,3,4,0,0,0,0,25
South Dakota,Jones County,740,0,0,375,365,0,0,0,0,0,0,0,0,0
South Dakota,Kingsbury County,"5,000",53,50,"2,402","2,351",0,0,13,12,37,37,0,0,45
South Dakota,Lake County,"12,350",146,141,"6,001","5,580",34,35,3,3,117,119,0,0,171
South Dakota,Lawrence County,"25,018",385,409,"11,374","11,478",113,118,278,279,107,109,19,18,331
South Dakota,Lincoln County,"53,147",480,499,"24,578","25,178",275,281,124,126,274,285,5,6,"1,036"
South Dakota,Lyman County,"3,882",43,39,"1,168","1,018",0,0,772,763,9,8,1,1,60
South Dakota,Marshall County,"4,759",183,168,"2,075","1,912",12,11,180,166,0,0,0,0,52
South Dakota,McCook County,"5,515",85,86,"2,635","2,582",22,20,13,13,0,0,0,0,59
South Dakota,McPherson County,"2,366",25,26,"1,059","1,065",1,1,77,78,7,7,0,0,20
South Dakota,Meade County,"27,066",593,504,"12,371","11,444",276,202,326,292,174,138,0,0,746
South Dakota,Mellette County,"2,062",52,54,417,429,0,0,539,553,0,0,0,0,18
South Dakota,Miner County,"2,255",24,22,"1,110","1,035",11,10,1,1,3,3,0,0,35
South Dakota,Minnehaha County,"183,660","4,369","4,162","76,879","76,593","4,471","4,220","2,275","1,991","1,761","1,714",18,22,"5,185"
South Dakota,Moody County,"6,496",117,120,"2,589","2,452",18,17,348,354,66,66,0,0,349
South Dakota,Oglala Lakota County,"14,291",259,267,287,303,7,7,"6,257","6,647",0,0,0,0,257
South Dakota,Pennington County,"108,126","2,640","2,539","43,665","43,384",578,566,"4,362","4,263",584,590,38,37,"4,880"
South Dakota,Perkins County,"2,964",23,23,"1,406","1,400",1,1,38,38,0,0,0,0,34
South Dakota,Potter County,"2,318",25,27,"1,052","1,106",0,0,25,27,13,14,0,0,29
South Dakota,Roberts County,"10,250",146,141,"3,049","2,863",24,23,"1,817","1,872",6,5,0,0,304
South Dakota,Sanborn County,"2,366",36,34,"1,153","1,098",0,0,8,8,7,6,0,0,16
South Dakota,Spink County,"6,478",59,62,"3,059","3,089",4,3,60,62,0,0,7,6,67
South Dakota,Stanley County,"2,994",17,15,"1,362","1,266",0,0,130,121,0,0,13,12,58
South Dakota,Sully County,"1,390",6,5,721,605,0,0,11,9,0,0,0,0,33
South Dakota,Todd County,"10,016",207,216,414,434,15,16,"3,786","3,940",63,68,0,0,857
South Dakota,Tripp County,"5,480",9,9,"2,282","2,214",0,0,369,358,0,0,0,0,239
South Dakota,Turner County,"8,242",85,82,"3,960","3,925",14,14,20,20,0,0,0,0,122
South Dakota,Union County,"14,929",223,220,"6,984","6,866",52,53,45,47,75,74,0,0,290
South Dakota,Walworth County,"5,502",52,53,"2,151","2,240",14,12,313,354,52,59,11,13,178
South Dakota,Yankton County,"22,660",430,402,"10,536","9,723",211,192,270,243,78,71,10,8,486
South Dakota,Ziebach County,"2,837",5,5,332,331,0,0,"1,058","1,054",14,14,0,0,24
Tennessee,Anderson County,"75,538",942,"1,054","33,047","34,608","1,222","1,361",43,46,491,536,23,21,"2,144"
Tennessee,Bedford County,"46,854","2,704","2,816","18,015","18,411","1,501","1,578",25,27,87,87,14,19,"1,570"
Tennessee,Benton County,"16,154",171,182,"7,261","7,779",260,289,26,26,3,3,0,0,154
Tennessee,Bledsoe County,"14,413",178,124,"7,466","5,387",346,229,86,68,21,19,0,0,489
Tennessee,Blount County,"127,135","1,902","2,055","56,391","59,794","1,507","1,668",202,218,409,439,36,45,"2,469"
Tennessee,Bradley County,"103,666","2,957","3,066","43,691","45,999","2,414","2,641",57,63,550,607,17,16,"1,588"
Tennessee,Campbell County,"39,824",233,246,"18,755","19,725",100,113,52,55,73,76,0,0,396
Tennessee,Cannon County,"13,839",130,141,"6,370","6,702",93,103,30,30,6,6,0,0,228
Tennessee,Carroll County,"28,137",332,342,"11,677","12,194","1,347","1,416",46,44,40,43,15,17,624
Tennessee,Carter County,"56,500",456,496,"26,407","27,334",367,405,78,78,97,110,0,0,672
Tennessee,Cheatham County,"39,713",515,559,"18,361","18,718",244,262,36,36,88,89,55,54,696
Tennessee,Chester County,"17,097",199,213,"7,069","7,630",769,876,2,3,37,43,0,0,256
Tennessee,Claiborne County,"31,566",175,192,"14,609","15,552",151,155,17,17,91,99,21,22,465
Tennessee,Clay County,"7,684",59,61,"3,579","3,701",79,83,28,28,17,18,0,0,31
Tennessee,Cocke County,"35,262",385,388,"16,091","16,893",276,285,75,77,0,0,4,4,784
Tennessee,Coffee County,"54,074","1,069","1,129","23,563","24,679",546,588,37,39,234,247,0,0,"1,943"
Tennessee,Crockett County,"14,554",700,768,"5,160","5,709",914,"1,006",14,17,10,11,0,0,245
Tennessee,Cumberland County,"58,178",796,834,"27,005","28,084",185,192,132,135,157,167,0,0,491
Tennessee,Davidson County,"678,322","34,245","33,938","184,058","198,357","87,905","96,875",887,928,"11,537","12,220",193,208,"16,971"
Tennessee,DeKalb County,"19,380",735,731,"8,624","8,595",119,121,0,0,59,61,9,9,317
Tennessee,Decatur County,"11,681",178,191,"5,263","5,444",172,165,0,0,17,18,0,0,233
Tennessee,Dickson County,"51,341",809,889,"22,622","23,517",949,"1,057",82,87,105,107,0,0,"1,117"
Tennessee,Dyer County,"37,751",587,636,"14,770","15,526","2,288","2,768",54,69,124,141,21,21,746
Tennessee,Fayette County,"39,336",478,482,"13,242","13,592","5,272","5,610",58,60,144,123,1,1,273
Tennessee,Fentress County,"17,940",118,137,"8,570","8,787",14,18,9,9,39,37,0,0,202
Tennessee,Franklin County,"41,397",640,660,"17,955","18,796",975,"1,029",40,42,120,132,0,0,"1,008"
Tennessee,Gibson County,"49,222",578,659,"18,072","19,711","4,091","4,617",102,114,71,79,33,33,"1,062"
Tennessee,Giles County,"29,024",281,292,"11,961","12,652","1,379","1,452",5,5,76,83,0,0,838
Tennessee,Grainger County,"22,942",341,353,"10,801","10,955",41,43,35,35,32,35,0,0,271
Tennessee,Greene County,"68,520",874,973,"31,296","32,645",695,778,86,91,118,128,0,0,836
Tennessee,Grundy County,"13,359",76,77,"5,343","5,505",29,31,7,7,10,11,5,5,"2,253"
Tennessee,Hamblen County,"63,465","3,584","3,673","25,425","26,510","1,061","1,102",43,45,301,304,6,6,"1,405"
Tennessee,Hamilton County,"354,589","9,198","9,434","122,882","130,202","31,918","36,497",237,255,"3,423","3,611",46,51,"6,835"
Tennessee,Hancock County,"6,605",29,28,"3,176","3,234",15,16,20,21,9,10,0,0,47
Tennessee,Hardeman County,"25,784",265,166,"7,503","6,600","6,024","4,674",38,26,94,91,0,0,303
Tennessee,Hardin County,"25,813",281,308,"11,689","12,057",440,498,9,10,127,141,12,14,227
Tennessee,Hawkins County,"56,402",368,404,"26,265","27,498",351,383,47,59,129,140,0,0,758
Tennessee,Haywood County,"17,944",346,418,"3,757","4,203","4,176","4,781",0,0,8,7,6,8,234
Tennessee,Henderson County,"27,889",281,335,"11,821","12,619","1,055","1,172",0,0,23,25,0,0,558
Tennessee,Henry County,"32,263",360,385,"13,695","14,526","1,372","1,505",30,31,13,14,0,0,332
Tennessee,Hickman County,"24,502",296,264,"11,427","10,764",828,382,0,0,22,17,0,0,502
Tennessee,Houston County,"8,188",31,30,"3,791","3,755",159,169,20,20,12,11,0,0,190
Tennessee,Humphreys County,"18,281",203,211,"8,336","8,639",325,318,29,31,19,19,5,5,141
Tennessee,Jackson County,"11,573",108,107,"5,578","5,501",36,36,0,0,2,2,0,0,203
Tennessee,Jefferson County,"52,887",886,947,"23,924","24,968",467,469,49,47,167,169,0,0,794
Tennessee,Johnson County,"17,846",174,154,"8,781","7,656",423,253,57,28,43,28,0,0,249
Tennessee,Knox County,"452,286","8,700","9,232","182,243","191,689","18,712","20,912",453,476,"4,751","4,885",105,102,"10,026"
Tennessee,Lake County,"7,588",103,60,"3,106","1,980","1,469",738,4,2,8,4,2,2,110
Tennessee,Lauderdale County,"26,497",328,295,"8,216","7,916","4,570","4,335",66,79,48,57,0,0,587
Tennessee,Lawrence County,"42,591",419,417,"19,720","20,305",402,409,47,50,88,96,5,5,628
Tennessee,Lewis County,"11,944",125,133,"5,482","5,685",70,70,0,0,158,162,0,0,59
Tennessee,Lincoln County,"33,543",510,550,"14,490","14,815","1,055","1,233",30,33,75,74,0,0,678
Tennessee,Loudon County,"51,024","2,019","2,134","22,069","23,050",318,335,33,41,158,170,0,0,697
Tennessee,Macon County,"23,239",586,595,"10,475","10,923",44,50,40,45,32,30,19,19,381
Tennessee,Madison County,"97,887","1,691","1,856","26,554","28,735","16,887","19,404",18,18,496,538,0,0,"1,690"
Tennessee,Marion County,"28,355",230,250,"12,743","13,357",251,276,35,34,49,56,0,0,"1,074"
Tennessee,Marshall County,"31,753",768,800,"13,426","13,676","1,169","1,237",0,0,69,71,0,0,537
Tennessee,Maury County,"87,606","2,287","2,457","33,743","36,137","4,802","5,308",151,157,372,428,3,4,"1,757"
Tennessee,McMinn County,"52,569",914,"1,011","23,010","24,113",901,961,59,59,145,156,13,15,"1,212"
Tennessee,McNairy County,"25,945",246,261,"11,424","11,958",723,757,20,21,17,16,0,0,502
Tennessee,Meigs County,"11,830",87,89,"5,455","5,721",78,83,14,17,12,15,0,0,259
Tennessee,Monroe County,"45,698",955,962,"20,571","21,067",426,441,190,210,81,83,7,8,697
Tennessee,Montgomery County,"192,120","9,425","9,200","62,006","62,003","17,878","17,899",436,449,"2,029","1,990",371,377,"8,057"
Tennessee,Moore County,"6,302",5,5,"2,898","2,980",54,54,48,48,61,64,0,0,85
Tennessee,Morgan County,"21,639",176,84,"11,073","9,116",773,308,18,7,1,1,1,1,80
Tennessee,Obion County,"30,659",569,636,"12,358","13,206","1,402","1,736",36,42,48,53,4,4,565
Tennessee,Overton County,"21,995",140,143,"10,514","10,672",69,76,16,12,31,27,17,19,259
Tennessee,Perry County,"7,882",89,88,"3,666","3,631",131,130,13,13,12,12,0,0,97
Tennessee,Pickett County,"5,071",23,22,"2,483","2,424",20,20,0,0,0,0,0,0,79
Tennessee,Polk County,"16,722",157,153,"7,933","8,008",18,18,17,18,18,22,0,0,360
Tennessee,Putnam County,"75,565","2,253","2,275","33,081","33,994",845,859,94,99,475,476,10,11,"1,093"
Tennessee,Rhea County,"32,478",720,782,"14,616","14,934",335,373,20,24,62,57,0,0,555
Tennessee,Roane County,"52,926",440,444,"24,177","25,092",603,637,86,88,177,189,0,0,993
Tennessee,Robertson County,"68,575","2,162","2,226","28,407","29,171","2,418","2,462",133,140,170,179,30,32,"1,045"
Tennessee,Rutherford County,"298,456","10,993","11,170","106,665","109,819","20,439","20,995",275,274,"4,484","4,586",14,14,"8,728"
Tennessee,Scott County,"21,949",86,89,"10,567","10,842",54,58,35,36,0,0,0,0,182
Tennessee,Sequatchie County,"14,654",251,258,"6,206","6,377",11,12,23,25,0,0,0,0,"1,491"
Tennessee,Sevier County,"95,523","2,651","2,735","42,430","44,113",308,321,158,165,353,373,6,6,"1,904"
Tennessee,Shelby County,"937,847","27,941","29,083","164,481","177,202","234,916","263,414",473,518,"11,145","12,178",88,103,"16,305"
Tennessee,Smith County,"19,279",232,247,"8,968","8,996",206,203,54,56,6,7,0,0,304
Tennessee,Stewart County,"13,248",169,173,"6,052","6,131",72,70,31,31,58,59,17,16,369
Tennessee,Sullivan County,"156,519","1,328","1,416","71,131","75,436","1,361","1,495",88,95,417,436,24,28,"3,264"
Tennessee,Sumner County,"175,730","3,861","4,048","73,358","76,395","5,778","6,211",243,254,"1,082","1,148",67,71,"3,214"
Tennessee,Tipton County,"61,434",821,798,"23,177","23,523","5,320","5,668",129,147,208,201,51,58,"1,333"
Tennessee,Trousdale County,"8,773",51,46,"3,952","3,494",526,469,5,5,13,11,0,0,201
Tennessee,Unicoi County,"17,830",389,398,"8,323","8,388",42,43,6,6,47,45,0,0,143
Tennessee,Union County,"19,176",139,144,"9,183","9,332",42,40,3,3,12,15,15,14,234
Tennessee,Van Buren County,"5,675",28,24,"2,762","2,699",8,9,0,0,0,0,0,0,145
Tennessee,Warren County,"40,210","1,742","1,754","17,056","17,477",241,255,27,25,115,118,60,80,"1,260"
Tennessee,Washington County,"126,437","2,020","2,093","54,772","57,946","2,309","2,502",186,192,945,"1,005",3,3,"2,461"
Tennessee,Wayne County,"16,713",170,141,"8,268","6,811",625,316,26,15,127,114,0,0,100
Tennessee,Weakley County,"33,776",373,379,"14,338","15,056","1,405","1,518",30,32,20,21,6,8,590
Tennessee,White County,"26,394",304,303,"12,121","12,634",206,221,3,3,3,3,0,0,593
Tennessee,Williamson County,"212,161","4,774","5,129","88,751","92,291","4,254","4,533",140,146,"4,103","4,344",39,45,"3,612"
Tennessee,Wilson County,"128,874","2,456","2,477","54,153","56,626","4,229","4,535",167,184,973,984,75,75,"1,940"
Texas,Anderson County,"57,747","6,431","3,533","19,631","14,819","8,546","3,517",81,72,170,144,13,7,783
Texas,Andrews County,"17,577","5,016","4,713","3,647","3,580",132,130,7,8,18,19,3,3,301
Texas,Angelina County,"87,700","9,484","9,372","25,995","27,697","6,149","6,708",23,24,429,491,3,4,"1,321"
Texas,Aransas County,"24,832","3,328","3,378","8,468","8,325",186,199,2,2,245,259,0,0,440
Texas,Archer County,"8,793",357,371,"3,838","3,943",35,37,10,11,16,15,0,0,160
Texas,Armstrong County,"1,929",97,95,843,827,11,11,12,12,0,0,0,0,21
Texas,Atascosa County,"48,139","15,307","15,270","8,204","8,269",174,178,25,24,95,94,0,0,499
Texas,Austin County,"29,292","3,757","3,832","9,154","9,376","1,275","1,322",4,4,28,28,0,0,512
Texas,Bailey County,"7,098","2,306","2,144","1,272","1,183",55,51,3,3,33,30,7,6,5
Texas,Bandera County,"21,316","1,907","1,918","8,302","8,484",106,101,25,24,23,24,0,0,402
Texas,Bastrop County,"80,306","14,983","13,899","21,722","21,407","3,094","3,116",178,175,344,342,0,0,"1,046"
Texas,Baylor County,"3,602",175,188,"1,458","1,560",55,59,0,0,0,0,0,0,107
Texas,Bee County,"32,729","10,982","8,072","6,275","4,279","2,377",315,90,55,74,80,0,0,130
Texas,Bell County,"336,506","40,440","40,342","79,610","79,267","34,975","35,525",476,459,"4,651","4,679","1,157","1,158","13,767"
Texas,Bexar County,"1,892,004","557,700","572,919","264,707","272,385","64,910","67,967","1,355","1,372","24,431","25,046",875,839,"37,498"
Texas,Blanco County,"11,089","1,061","1,056","4,332","4,271",0,0,0,0,31,31,0,0,307
Texas,Borden County,602,23,22,285,270,0,0,0,0,0,0,0,0,2
Texas,Bosque County,"17,955","1,566","1,580","6,933","7,186",115,128,29,28,26,30,0,0,334
Texas,Bowie County,"93,635","3,615","3,292","30,386","29,963","11,132","11,229",384,387,461,428,7,7,"2,344"
Texas,Brazoria County,"345,995","52,461","50,228","85,834","83,950","22,744","21,996",532,506,"10,455","10,984",3,3,"6,299"
Texas,Brazos County,"214,231","27,430","26,215","61,142","60,256","11,028","10,745",113,107,"6,545","6,275",41,38,"4,296"
Texas,Brewster County,"9,220","1,969","2,106","2,312","2,457",5,6,74,77,46,50,0,0,118
Texas,Briscoe County,"1,591",256,255,482,481,13,13,0,0,0,0,7,7,77
Texas,Brooks County,"7,251","3,524","3,301",219,193,2,2,0,0,0,0,0,0,10
Texas,Brown County,"37,787","4,025","4,089","13,621","13,836",671,689,47,45,115,122,0,0,527
Texas,Burleson County,"17,596","1,757","1,772","5,777","5,778","1,074","1,088",13,15,31,29,0,0,262
Texas,Burnet County,"45,017","4,796","5,051","16,544","16,814",340,348,132,137,159,166,0,0,530
Texas,Caldwell County,"40,544","10,393","10,141","8,501","8,147","1,207","1,242",41,44,195,191,10,11,421
Texas,Calhoun County,"21,821","5,253","5,244","4,769","4,650",277,291,5,5,543,530,6,6,242
Texas,Callahan County,"13,660",610,638,"5,769","6,092",97,101,4,5,15,17,0,0,312
Texas,Cameron County,"420,201","181,747","193,420","19,048","20,120",749,792,251,265,"1,300","1,358",9,8,"1,134"
Texas,Camp County,"12,670","1,489","1,539","3,508","3,658","1,051","1,086",21,23,19,19,0,0,257
Texas,Carson County,"6,033",281,301,"2,495","2,719",19,21,10,11,15,16,5,5,135
Texas,Cass County,"30,118",620,681,"11,212","11,801","2,431","2,671",2,2,59,66,6,7,560
Texas,Castro County,"7,891","2,530","2,505","1,295","1,297",26,25,2,2,47,46,1,1,114
Texas,Chambers County,"39,283","4,160","4,228","13,418","13,305","1,590","1,563",23,21,248,255,0,0,472
Texas,Cherokee County,"51,594","5,829","5,757","16,085","15,503","3,655","3,328",139,118,145,158,0,0,877
Texas,Childress County,"7,064",911,622,"2,426","2,101",357,153,31,37,51,48,111,129,87
Texas,Clay County,"10,369",292,294,"4,682","4,684",27,26,62,63,14,14,0,0,211
Texas,Cochran County,"2,932",850,820,562,542,38,37,2,2,0,0,0,0,79
Texas,Coke County,"3,238",337,343,"1,237","1,251",9,10,9,9,2,2,0,0,29
Texas,Coleman County,"8,422",735,729,"3,316","3,191",115,112,32,29,37,31,0,0,95
Texas,Collin County,"914,075","67,968","69,738","264,932","275,298","41,084","43,031","1,349","1,402","60,872","62,457",264,277,"25,403"
Texas,Collingsworth County,"3,026",472,475,909,915,52,53,64,65,1,1,0,0,19
Texas,Colorado County,"20,913","2,987","3,056","6,028","5,883","1,355","1,369",16,14,6,5,0,0,194
Texas,Comal County,"129,100","16,954","17,597","43,853","44,779","1,253","1,283",58,57,649,685,19,19,"1,894"
Texas,Comanche County,"13,492","1,945","1,729","4,614","4,889",42,44,26,34,42,36,0,0,91
Texas,Concho County,"3,858","1,389",655,"1,177",554,18,8,2,1,26,12,0,0,16
Texas,Cooke County,"39,064","3,288","3,474","14,869","14,969",465,506,123,124,156,174,28,30,858
Texas,Coryell County,"75,818","6,791","6,649","22,403","22,668","5,236","5,133",215,231,773,546,263,287,"4,623"
Texas,Cottle County,"1,498",247,241,406,396,77,75,2,2,0,0,0,0,52
Texas,Crane County,"4,836","1,579","1,457",827,763,105,97,2,2,0,0,0,0,4
Texas,Crockett County,"3,836","1,257","1,277",627,637,17,17,0,0,0,0,0,0,4
Texas,Crosby County,"5,895","1,617","1,647","1,163","1,192",107,107,0,0,0,0,0,0,62
Texas,Culberson County,"2,257",937,883,202,190,4,4,0,0,3,3,0,0,31
Texas,Dallam County,"7,207","1,680","1,474","2,005","1,685",65,58,46,38,33,27,0,0,96
Texas,Dallas County,"2,552,213","504,067","506,819","379,944","390,813","271,211","291,497","2,082","2,115","74,783","76,869",530,532,"50,951"
Texas,Dawson County,"13,095","4,145","3,243","2,463","2,284",511,229,31,14,81,29,2,2,61
Texas,DeWitt County,"20,474","3,752","3,310","5,827","5,553","1,024",826,0,0,0,0,0,0,182
Texas,Deaf Smith County,"18,947","6,780","6,787","2,482","2,428",70,70,27,26,45,44,11,10,167
Texas,Delta County,"5,172",172,184,"2,101","2,112",180,229,5,4,17,19,0,0,149
Texas,Denton County,"781,321","73,273","75,911","234,272","241,068","34,545","36,108","1,063","1,101","29,802","30,864",269,287,"22,758"
Texas,Dickens County,"2,224",327,286,814,713,36,32,3,3,1,1,0,0,8
